Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,133.73268127441406,128.79815673828125,132.61227416992188,129.61085510253906,8936866397,129.61085510253906
2020-01-01,132.83535766601562,129.1982879638672,129.6306610107422,130.802001953125,7935230330,130.802001953125
2020-01-02,130.82003784179688,126.95491027832031,130.82003784179688,127.4101791381836,8032709256,127.4101791381836
2020-01-03,134.55401611328125,126.49002075195312,127.41126251220703,134.1717071533203,10476845358,134.1717071533203
2020-01-04,136.05271911621094,133.04055786132812,134.16851806640625,135.06936645507812,7430904515,135.06936645507812
2020-01-05,139.4102020263672,135.04562377929688,135.0720977783203,136.2767791748047,7526675353,136.2767791748047
2020-01-06,144.32818603515625,136.0796356201172,136.3055419921875,144.3041534423828,9093747121,144.3041534423828
2020-01-07,145.00177001953125,140.48887634277344,144.31199645996094,143.5439910888672,9257954672,143.5439910888672
2020-01-08,146.8280029296875,138.26820373535156,143.48782348632812,141.2581329345703,9387194957,141.2581329345703
2020-01-09,141.39398193359375,136.2364044189453,141.15577697753906,138.9792022705078,7697325348,138.9792022705078
2020-01-10,144.16732788085938,135.52040100097656,138.967041015625,143.96377563476562,9084816203,143.96377563476562
2020-01-11,146.4809112548828,142.2079620361328,143.4091033935547,142.92710876464844,9332208590,142.92710876464844
2020-01-12,146.14585876464844,142.7076416015625,143.0325469970703,145.87393188476562,8528167453,145.87393188476562
2020-01-13,146.79122924804688,142.90713500976562,146.2201385498047,144.22659301757812,8378529470,144.22659301757812
2020-01-14,167.68154907226562,144.06492614746094,144.2510528564453,165.95535278320312,16712318373,165.95535278320312
2020-01-15,170.42567443847656,161.109619140625,165.734619140625,166.23068237304688,15173694057,166.23068237304688
2020-01-16,167.0581512451172,159.7096405029297,166.33282470703125,164.39100646972656,13735193018,164.39100646972656
2020-01-17,173.0692138671875,162.77560424804688,164.4893798828125,170.7799530029297,14997091826,170.7799530029297
2020-01-18,178.52877807617188,166.7890167236328,170.7477264404297,175.3656768798828,14929342256,175.3656768798828
2020-01-19,177.2476348876953,163.67686462402344,175.46759033203125,166.9698486328125,13713374132,166.9698486328125
2020-01-20,169.11488342285156,162.33160400390625,166.9041290283203,167.12051391601562,11144529787,167.12051391601562
2020-01-21,169.9101104736328,165.81971740722656,167.0604705810547,169.69715881347656,9789369362,169.69715881347656
2020-01-22,171.00869750976562,166.77423095703125,169.60853576660156,168.29415893554688,9209827928,168.29415893554688
2020-01-23,168.31224060058594,160.29531860351562,168.2957000732422,162.92855834960938,10396868698,162.92855834960938
2020-01-24,164.3094482421875,156.74974060058594,162.8993682861328,163.05117797851562,10657671162,163.05117797851562
2020-01-25,163.22723388671875,158.63247680664062,163.06729125976562,161.283935546875,8256956802,161.283935546875
2020-01-26,168.22032165527344,160.2811279296875,161.17681884765625,168.0771026611328,9261861590,168.0771026611328
2020-01-27,172.92291259765625,166.90109252929688,168.00885009765625,170.93089294433594,11004476145,170.93089294433594
2020-01-28,176.3703155517578,170.73806762695312,170.88485717773438,176.3703155517578,11772875064,176.3703155517578
2020-01-29,178.8429718017578,175.0503387451172,176.34788513183594,175.0503387451172,10725267311,175.0503387451172
2020-01-30,186.26048278808594,172.3746337890625,174.91770935058594,184.6904754638672,12604789338,184.6904754638672
2020-01-31,185.4058380126953,176.29681396484375,184.73690795898438,180.16017150878906,11728616394,180.16017150878906
2020-02-01,183.84555053710938,179.74517822265625,180.11376953125,183.6739501953125,11569697182,183.6739501953125
2020-02-02,193.0803985595703,180.1739501953125,183.53250122070312,188.61753845214844,14054425389,188.61753845214844
2020-02-03,193.4368896484375,188.0126953125,188.60740661621094,189.8650665283203,12392875241,189.8650665283203
2020-02-04,191.1114959716797,185.40362548828125,189.86172485351562,189.25059509277344,11714191695,189.25059509277344
2020-02-05,206.8040008544922,188.752685546875,189.29910278320312,204.23023986816406,14865434435,204.23023986816406
2020-02-06,214.59771728515625,201.90406799316406,204.12969970703125,212.33908081054688,16425589683,212.33908081054688
2020-02-07,223.14093017578125,212.30419921875,212.31588745117188,222.72605895996094,16673443564,222.72605895996094
2020-02-08,226.5880889892578,215.38629150390625,222.51097106933594,223.14651489257812,16741203125,223.14651489257812
2020-02-09,229.86424255371094,222.98223876953125,222.98223876953125,228.5785675048828,15031356241,228.5785675048828
2020-02-10,229.1846160888672,218.08004760742188,228.54913330078125,223.522705078125,16210008511,223.522705078125
2020-02-11,236.54713439941406,218.61761474609375,223.3849334716797,235.8511962890625,16964695963,235.8511962890625
2020-02-12,272.3988342285156,235.89627075195312,235.89822387695312,265.4061279296875,24545049386,265.4061279296875
2020-02-13,273.7410583496094,258.9225158691406,265.0527038574219,268.0992431640625,25801317504,268.0992431640625
2020-02-14,285.0564270019531,262.76251220703125,268.0232849121094,284.2174987792969,23558253463,284.2174987792969
2020-02-15,287.1236877441406,264.2796630859375,284.5613098144531,264.72857666015625,23682452994,264.72857666015625
2020-02-16,272.8824462890625,242.48440551757812,264.904052734375,259.89471435546875,25152366643,259.89471435546875
2020-02-17,266.8712463378906,244.3353271484375,259.89056396484375,266.3634338378906,26024080089,266.3634338378906
2020-02-18,283.1961364746094,261.4638977050781,266.5088195800781,281.944580078125,26511477187,281.944580078125
2020-02-19,283.5379333496094,259.76397705078125,282.0362854003906,259.76397705078125,22679414413,259.76397705078125
2020-02-20,263.6954040527344,250.95126342773438,259.8198547363281,257.949462890625,23229828870,257.949462890625
2020-02-21,267.0048522949219,255.6890869140625,257.89111328125,265.6006164550781,20867593292,265.6006164550781
2020-02-22,266.38720703125,258.91314697265625,265.55157470703125,262.33172607421875,16906032862,262.33172607421875
2020-02-23,273.754150390625,261.96051025390625,262.2784118652344,273.754150390625,19585998814,273.754150390625
2020-02-24,275.5395202636719,259.6251525878906,273.705078125,265.2164306640625,22400845640,265.2164306640625
2020-02-25,265.4314880371094,246.85899353027344,265.28338623046875,247.81759643554688,21878882134,247.81759643554688
2020-02-26,249.6497039794922,221.2665557861328,247.74020385742188,225.68026733398438,26235617201,225.68026733398438
2020-02-27,237.2289276123047,212.66452026367188,225.68704223632812,226.75338745117188,25645522790,226.75338745117188
2020-02-28,234.2089385986328,216.34620666503906,226.98760986328125,226.760498046875,22563530559,226.760498046875
2020-02-29,232.25662231445312,219.8485107421875,226.8334503173828,219.8485107421875,18181296376,219.8485107421875
2020-03-01,226.67788696289062,214.13043212890625,219.752685546875,218.97059631347656,18179807469,218.97059631347656
2020-03-02,232.81158447265625,217.28428649902344,218.7116241455078,230.5697784423828,20305587789,230.5697784423828
2020-03-03,232.3258056640625,221.732666015625,230.5239715576172,224.47962951660156,19853178572,224.47962951660156
2020-03-04,228.04042053222656,222.08888244628906,224.56533813476562,224.51797485351562,16567075208,224.51797485351562
2020-03-05,234.3644561767578,224.6418914794922,224.6418914794922,229.2681884765625,18201291785,229.2681884765625
2020-03-06,243.5549774169922,228.7435760498047,229.16842651367188,243.52529907226562,19374772256,243.52529907226562
